"","DataZone","A Road","B Road","Local Access Road","Local Road","Minor Road","Motorway","Restricted Local Access Road","Secondary Access Road"
"406","S01006911",0,697.68,0,1979.02,981.54,0,320.5,0
"407","S01006912",3513.68,7720.54,0,7374,16416.25,0,32790.47,0
"408","S01006913",1957.92,5126.44,0,4031.14,10458.38,0,2611.68,0
"409","S01006914",8343.11,788.96,106.38,1785.86,28545.4,0,32750.27,212.49
"410","S01006915",4329.03,2905.76,0,4155.79,26939.08,0,17761.83,148.56
"411","S01006916",0,1131.79,0,2004.96,0,0,513.84,0
"412","S01006917",166.86,34.1,0,2329.2,1054.65,0,0,0
"413","S01006918",0,765.5,68.08,1293.49,0,0,223.86,0
"414","S01006919",0,387.71,0,1176.5,526.99,0,191.63,38.46
"415","S01006920",0,674.88,231.56,1102.5,258.47,0,229.4,0
"416","S01006921",662.57,0,0,1992.19,74.07,0,0,0
"417","S01006922",2491.41,7364.5,159.82,8015.07,1859.55,0,16905.85,0
"418","S01006923",2038.92,3526.24,1482.12,5348.29,6361.79,0,9932.27,0
"419","S01006924",0,8831.81,149.77,3381.59,17801.62,0,21349.99,97.72
"420","S01006925",0,262.76,0,1555.96,0,0,0,0
"421","S01006926",0,282.31,0,2226.28,0,0,500.69,0
"422","S01006927",0,340.23,0,2353.09,0,0,340.72,0
"423","S01006928",4446.6,2680.21,0,3580.98,15369.18,0,13512.97,0
"424","S01006929",0,0,0,3721.78,418.47,0,249.75,0
"425","S01006930",0,0,0,4417.07,322.82,0,58.8,0
"426","S01006931",3710.42,9963.17,0,1747.76,13056.51,0,15546.42,0
"427","S01006932",0,0,0,4887.77,427.44,0,357.75,0
"428","S01006933",0,0,0,1392.59,159.19,0,0,0
"429","S01006934",212.5,6086.18,0,2436.19,11710.61,0,11705.75,0
"430","S01006935",0,0,0,2348.88,28.01,0,0,0
"431","S01006936",0,0,0,1759.42,553.94,0,236.84,0
"432","S01006937",93.02,0,0,2741.74,69.13,0,0,0
"433","S01006938",0,0,0,1556.39,558.14,0,0,0
"434","S01006939",0,0,0,2009.52,501.33,0,0,0
"435","S01006940",0,0,0,3198.77,1760.18,0,274.37,0
"436","S01006941",1715.14,969.59,667.25,4983.37,1609.03,0,1225.34,0
"437","S01006942",416.86,17.93,0,3191.16,169.44,0,8.86,0
"438","S01006943",406.23,0,0,1256.5,390.35,0,106.38,0
"439","S01006944",349.35,282.34,0,2691.27,535.49,0,137.33,0
"440","S01006945",0,0,0,1830.19,428.12,0,0,0
"441","S01006946",218.24,2533.15,0,2098.73,8105.01,0,1672.81,225
"442","S01006947",379.68,188.68,0,2056.12,370.42,0,159.77,0
"443","S01006948",1555.13,1549.51,63.54,1644.62,16144.75,0,11817.29,0
"444","S01006949",1937.66,8152.24,0,1200.48,6926.51,0,18976.19,0
"445","S01006950",0,32.41,0,2984.88,0,0,192.85,0
"446","S01006951",0,0,0,1156.88,562.38,0,0,0
"447","S01006952",2155.94,15247.41,13.92,8505.09,11943.36,0,17927.04,0
"448","S01006953",1105.13,746.4,0,2500.3,4556.52,0,2534.71,0
"449","S01006954",3072.58,0,323.5,3307.84,1603.54,0,5572.34,0
"450","S01006955",0,0,0,1719.66,139.69,0,0,0
"451","S01006956",0,0,0,2990.66,909.87,0,111.64,0
"452","S01006957",1319.65,7676.91,366.08,1555.09,28005.23,0,18663.62,262.04
"453","S01006958",1496.87,15.02,251.89,7509.74,181.88,0,1484.72,594.4
"454","S01006959",55.11,787.16,366.62,2029.97,656.6,0,441.83,218.61
"455","S01006960",263.41,0,0,3214.56,502.23,0,3.35,0
"456","S01006961",259.22,0,0,2484.41,493.4,0,0,0
"457","S01006962",760.15,283.98,0,2779.23,185.73,0,206.76,0
"458","S01006963",231.06,0,0,2277.43,0,0,0,0
"459","S01006964",567.04,0,0,2301.4,0,0,6.75,38.5
"460","S01006965",0,563.73,0,1888.4,23.61,0,504.67,0
"461","S01006966",0,527.61,0,2146.6,0,0,0,0
"462","S01006967",0,0,0,1802.44,0,0,0,0
"463","S01006968",0,0,0,1801.81,0,0,0,0
"464","S01006969",0,0,0,1538.85,1655.5,0,255.67,0
"465","S01006970",0,0,0,2427.5,1131.77,0,250.25,0
"466","S01006971",0,198.01,0,1750.7,721.88,0,44.39,101.47
"467","S01006972",6682.7,1898.1,0,6358.08,16448.54,0,31237.59,0
"468","S01006973",5771.54,1909.83,54.31,2067.2,4029.39,0,6058.94,0
"469","S01006974",828.43,43.53,50.68,3288.01,720.19,0,497.7,0
"470","S01006975",23658.73,3124.18,6618.63,2810.17,65186.16,0,30051.6,0
"471","S01006976",6223.19,3987.18,950.45,2155.1,18319.85,0,24136.6,0
"472","S01006977",17068.64,3340.26,98.71,9492.63,59271.53,0,35322.84,0
"473","S01006978",0,12082.38,388.19,8404.92,14982.11,0,36098.08,0
"474","S01006979",0,3785.5,1879.2,4809.85,7208.31,0,3282.54,158.7
"475","S01006980",0,9534.26,0,4090.36,21707.49,0,19289.5,0
"476","S01006981",0,6652.68,0,2916.07,32573.07,0,17470.26,0
"477","S01006982",0,3071.39,77.81,3171.02,31.77,0,3802.13,0
"478","S01006983",5616.86,2409.43,0,2289.61,4383.5,0,7825.09,0
"479","S01006984",7519.74,2765.05,0,5578.27,24757.63,0,22572.09,0
"480","S01006985",24.85,690.91,0,4968.5,2655.74,0,911.34,0
"481","S01006986",0,0,0,2283.92,0.44,0,268.97,0
"482","S01006987",805.13,0,0,2630.15,785.3,0,592.02,41.36
"483","S01006988",7334.1,2268.31,0,2691.71,16626.64,0,16499.87,0
"484","S01006989",5547.46,4509.33,0,6414.26,25871.56,0,20220.1,0
"485","S01006990",6548.4,5483.66,0,6295.59,11243.74,0,15901.44,0
"486","S01006991",814.74,560.94,0,1166.48,2603.87,0,157.7,0
"487","S01006992",5422.44,61.43,0,15689.52,30201.45,0,30481.66,0
"488","S01006993",0,2258.94,0,3771.67,46930.19,0,18099.13,0
"489","S01006994",6058.99,3294.76,0,5837.21,15425.17,0,22564.02,0
"490","S01006995",3390.22,6731.78,775.28,7154.96,49518.43,0,28998.32,56.27
"491","S01006996",0,594.87,0,2956.48,996.06,0,80.24,0
"492","S01006997",4089.3,6167.99,455.14,3227.36,12863.41,0,18852.74,52.05
"493","S01006998",10162.79,4834.21,1083.47,9267.97,30893.55,0,30232.17,364.46
"494","S01006999",2232.35,18517.13,256.59,12174.83,60539.77,0,42078.12,0
"495","S01007000",0,4818.45,0,3881.8,2934.67,0,7893.14,0
"496","S01007001",0,1512.36,117.86,2864.31,1418.24,0,365.24,0
"497","S01007002",6489.34,3698.5,1563.44,5212.33,7755.03,0,50217.83,0
"498","S01007003",20674.12,0,0,11474.58,33972.97,0,50837.62,0
"499","S01007004",2133.2,11512,1114.28,5502.95,30016.18,0,54107.09,38.05
"500","S01007005",3576.75,0,0,8491.49,31507.76,0,44835.14,134.51
"501","S01007006",20327.02,2176.21,272.14,6824.34,24272.32,0,115583.41,173.9
"502","S01007007",18392.45,3321.65,3557.11,12768.35,46113.85,0,92046.34,0
"503","S01007008",649.07,0,217.05,4459.55,217.33,0,0,0
"504","S01007009",1017.43,0,150.14,4157.58,131.46,0,1249.91,0
"505","S01007010",820.53,0,0,3827.49,918.84,0,81.98,0
"506","S01007011",599.28,0,0,2532.08,278.27,0,0,0
"507","S01007012",746.87,0,0,3640.52,0,0,167.8,0
"508","S01007013",7169.51,6027.88,255.23,3860.47,26991.76,0,28600.81,134.57
"509","S01007014",112.94,10338.78,38.6,6639.81,44704.52,0,38290.14,0
"510","S01007015",5104.37,14572.69,0,4229.03,46884.16,0,38451.96,0
"511","S01007016",6217.25,7063.47,469.92,3104.5,35006.93,0,21321.95,0
"512","S01007017",317.16,265.08,0,2812.7,297.35,0,263.07,240.17
"513","S01007018",0,707.53,0,4834.09,47.7,0,246.97,0
"514","S01007019",418.94,206.18,0,2616.28,1281.43,0,34.2,0
"515","S01007020",853.88,391.15,74.41,3120.5,1810.43,0,669.86,48.68
"516","S01007021",150.75,0,0,3507.72,3.16,0,199.71,0
"517","S01007022",0,0,0,2099.54,557.71,0,0,0
"518","S01007023",10594.23,10214.9,224.08,3563.41,25011.88,0,36301.41,107.38
"519","S01007024",10066.03,13000.95,0,1144.16,58408.53,0,56194.72,0
"520","S01007025",352.7,0,0,3136.58,832.86,0,128.42,0
"521","S01007026",950.77,561.91,78.6,3900.38,1897.64,0,681.56,67.84
"522","S01007027",0,827.99,0,3718.64,994.15,0,60.92,83.02
"523","S01007028",13242.13,15678.41,0,4157.07,54121.8,0,36265.28,93.43
"524","S01007029",6939.09,15127.58,1124.84,421.48,39260.27,0,31806.94,0
"525","S01007030",613.8,307.07,949.34,2749.38,590.86,0,154.71,0
"526","S01007031",4546.47,3326.47,1835.58,4182.61,20244.51,0,17537.31,63.63
"527","S01007032",1389.72,1082.28,0,3412.4,1175.63,0,257.53,249.17
"528","S01007033",232.44,0,0,2004.74,595.18,0,0,37.69
"529","S01007034",383.77,0,0,1559.19,611.41,0,0,63.58
"530","S01007035",0,0,0,1489.36,1109.29,0,0,0
"531","S01007036",1005.56,0,133.61,3209.3,1599.91,0,198.13,0
"532","S01007037",0,291.04,0,3271.32,0,0,43.35,58.84
"533","S01007038",464.77,183.32,0,2323.53,672.2,0,0,79.29
"534","S01007039",693.53,0,0,3328.33,728.72,0,102.9,223.5
"535","S01007040",466.09,514.63,0,3179.98,761.51,0,464.17,149.33
"536","S01007041",922.08,179.55,0,2657.93,744.27,0,77.85,107.33
"537","S01007042",0,5238.05,86.71,1431.51,15989.15,0,9339.93,428.98
"538","S01007043",20349.5,6424.78,3679.53,4144.88,81197.84,0,47430.86,0
"539","S01007044",0,1545.37,0,3389.79,347.43,0,450.43,37.43
"540","S01007045",7078.73,13707.54,7428.26,6240.25,56228.21,0,34919.08,0
"541","S01007046",1587.48,9375.41,2832.66,5753.41,20728.54,0,15801.48,1031.94
"542","S01007047",11058.86,2787.64,3005.38,6922.94,53931.79,0,26240.23,136.48
"543","S01007048",3662.64,12593.92,1170.51,7185.75,62489.98,0,33108.94,66.14
"544","S01007049",1292.72,0,0,4029.64,823.33,0,750.48,222.61
"545","S01007050",1055.32,475.67,0,1493.85,957.48,0,86.95,0
"546","S01007051",0,2285.47,0,2299.4,445.19,0,190.04,0
"547","S01007052",5430.32,110.73,38.81,4110.69,11160.06,0,10758.3,0
"548","S01007053",13687.12,11486.43,0,3898.18,10942.85,0,26498.19,0
"549","S01007054",619.98,844.41,0,4963.11,223.42,0,430.77,578.99
"550","S01007055",6980.64,8285.27,0,3374.3,37008.38,0,40671.81,0
"551","S01007056",4572.59,7172.89,1213.34,8848.79,37204.88,0,25679.93,0
"552","S01007057",468.6,0,0,3324.3,268.59,0,226.28,0
"553","S01007058",1445.85,0,0,1831.35,437.47,0,645.67,174.33
"554","S01007059",1469.19,0,0,4444.59,2468.51,0,705.73,0
"555","S01007060",106.5,0,0,2102.02,139.76,0,0,0
"556","S01007061",5463.6,3338.79,791.16,3948.17,58272.59,0,48206.9,74.51
"557","S01007062",4266.67,9702.94,301.6,6444.31,36972.83,0,35351.92,0
"558","S01007063",0,796.73,0,1759.56,455.06,0,1191.39,187.47
"559","S01007064",3654.17,6871.34,0,3749.34,23047.58,0,24643.48,39.67
"560","S01007065",7022.18,0,0,4790.98,12018.7,0,11084.84,0
"561","S01007066",11402.27,0,26.95,6340.47,37266.86,0,23350.78,0
"562","S01007067",306.58,0,0,2437.43,67.87,0,91.97,50.53
"563","S01007068",737.91,0,47.4,1721.98,595.48,0,296.9,0
"564","S01007069",2396.47,914.58,0,2352.02,1949.96,0,5263.04,99.34
"565","S01007070",0,585.73,0,1901.97,13.32,0,450.94,122.05
"566","S01007071",0,0,0,3011.99,962.32,0,139.45,0
"567","S01007072",2116.5,0,0,3687.93,2013.55,0,1102.5,0
"568","S01007073",607.71,0,0,4284.96,2683.5,0,1468.45,0
"569","S01007074",0,0,0,1493.12,23.19,0,0,0
"570","S01007075",0,0,0,1202.14,509.75,0,0,0
"571","S01007076",0,0,0,1672.06,697.79,0,0,0
"572","S01007077",0,0,0,2261.24,817.55,0,0,0
"573","S01007078",4.47,0,0,2245.91,709.74,0,71.51,0
"574","S01007079",770.32,0,0,3097.81,317.43,0,158.75,36.15
"575","S01007080",1044.31,0,0,2118.74,788.88,0,278.45,159.31
"576","S01007081",653.21,0,0,1904.28,233.98,0,0,0
"577","S01007082",0,0,0,1743.19,111.68,0,0,53.38
"578","S01007083",39.24,0,0,1975.63,761.63,0,0,104.35
"579","S01007084",0,0,0,2592.42,0,0,46.73,0
"580","S01007085",627.51,0,0,1455.5,538.61,0,47.36,301.03
"581","S01007086",171.02,0,402.49,3193.66,2309.11,0,381.87,335.39
"582","S01007087",0,0,0,5508.98,1265.69,0,661.91,2.39
"583","S01007088",126.86,0,107.15,1448.08,661.82,0,0,0
"584","S01007089",578.22,0,0,2856.15,0,0,47.75,0
"585","S01007090",234.07,0,14.38,3349.4,538.27,0,2036.77,0
"586","S01007091",618.05,0,0.87,3203.29,197.77,0,223.94,0
"587","S01007092",0,0,0,2050.88,4.46,0,58.87,0
"588","S01007093",292.73,0,0,3792.59,551.9,0,0,0
"589","S01007094",289.5,0,151.89,3392.7,972,0,140.53,0
"590","S01007095",9167.3,886.56,1642.17,2060.61,23208.97,0,14602.75,0
"591","S01007096",3200.38,0,0,6286.91,28865.64,0,15882.7,0
"592","S01007097",5585.12,0,1001.56,9880.49,20234.49,0,19889.42,73.7
"593","S01007098",6445.51,0,0,7697.84,17940.89,0,11450.83,0
"594","S01007099",1858.55,0,0,2541.85,16027.75,0,6160.12,0
"595","S01007100",2189.09,0,0,1414.15,21829.9,0,12866.98,0
"596","S01007101",724.89,0,0,3036.45,532.82,0,1024.62,36.87
"597","S01007102",14682.86,2550.7,70.17,7378.13,40922.61,0,74875.05,0
"598","S01007103",0,431.75,1.98,4264.72,0,0,80.02,0
"599","S01007104",5180.82,10384.82,174.19,2503.63,21328.76,0,29343.77,0
"600","S01007105",0,0,0,3430.41,0,0,161.52,271.19
"601","S01007106",0,0,1236.68,3242.11,1557.06,0,512.43,648.45
"602","S01007107",9031.09,3543.88,0,4551.18,21454.86,0,23873.19,0
"603","S01007108",11100.81,12597.54,693.55,10882.55,38784,0,22862.6,0
"604","S01007109",0,1036.85,0,2585.33,306.14,0,0,148.91
"605","S01007110",0,934.6,0,2917.71,304.48,0,111.12,197.39
"606","S01007111",0,175.39,0,2222.88,244.31,0,0,35.14
"607","S01007112",1758.23,409.42,0,3416.42,1248.44,0,103.16,0
"608","S01007113",966.68,89.57,0,1058.34,670,0,171.7,795.22
"609","S01007114",46.57,0,0,2114.98,511.26,0,0,42.56
"610","S01007115",0,0,0,3230.1,215.83,0,187.87,0
"611","S01007116",669.39,0,0,4023.18,568.97,0,4.12,0
"612","S01007117",73.63,0,0,2386.43,247.6,0,0,0
"613","S01007118",0,0,0,1613.81,0,0,0,0
"614","S01007119",0,0,0,2832.19,416.87,0,315.46,0
"615","S01007120",677.36,0.44,0,3162.63,817.22,0,54.91,0
"616","S01007121",265.4,0,0,982.45,488.56,0,117.65,84.4
"617","S01007122",0,0,0,1349.92,664.82,0,309.34,143.18
"618","S01007123",0,0,0,1273.51,1003.09,0,155.56,0
"619","S01007124",0,0,0,1911.64,552.98,0,0,186.71
"620","S01007125",258.81,310.11,0,3240.88,0.85,0,513.81,0
"621","S01007126",584.91,0,0,2402.1,526.78,0,0,0
"622","S01007127",1032.75,134.25,0,5734.02,1310.52,0,172.65,76.03
"623","S01007128",0,0,0,1494.92,959.27,0,86.69,0
"624","S01007129",413.51,0,24.71,3028.51,14426.36,0,6227.65,0
"625","S01007130",715.62,774.64,0,1493.17,227.54,0,1063.23,0
"626","S01007131",339.27,0,0,2113.37,1590.1,0,536.16,0
"627","S01007132",715.06,0,0,2940.73,7.48,0,49.06,107.75
"628","S01007133",0,530.29,1095.97,1187.15,24871.45,0,15044.57,139.38
"629","S01007134",2770.5,0,104.06,5696.15,16527.81,0,16291.22,0
"630","S01007135",0,2481.47,432.18,1081.27,8828.77,0,8204.83,0
"631","S01007136",6777.08,2071.7,368.65,2510.33,15377.53,0,19353.66,0
"632","S01007137",0,77.54,0,3449.49,170.65,0,881.76,0
"633","S01007138",1616.79,2792.66,812.38,890.91,13626.14,0,11388.11,0
"634","S01007139",0,1922.42,1633.81,2442.06,6020.24,0,5190.29,40.11
"635","S01007140",1386.93,10832.99,2463.71,4224.77,13010.55,0,23168.85,0
"636","S01007141",4399.12,10302.39,2087.45,6785.33,3663.54,0,13338.08,0
"637","S01007142",378.6,0,238.45,1517.47,731.02,0,385.67,0
"638","S01007143",0,0,0,1669.2,496.92,0,9.05,5.04
"639","S01007144",11616.64,0,1985.54,10499.2,23639.5,0,35506.61,0
"640","S01007145",563.32,0,0,3280.37,0,0,307.58,0.52
"641","S01007146",662.93,0,0,1234.43,168.32,0,11.37,8.72
"642","S01007147",0,0,0,2506.82,379.65,0,2.44,54.13
"643","S01007148",0,0,0,2085.17,348.8,0,0,0
"644","S01007149",0,0,0,2385.06,8.54,0,0,0
"645","S01007150",195.79,0,52.01,2632.65,957.28,0,1214.56,0
"646","S01007151",0,0,0,4032.51,304.39,0,234.85,0
"647","S01007152",546.48,181.38,0,1553.35,0,0,94.02,17.12
"648","S01007153",17.47,0,0,1762.42,0,0,0,0
"649","S01007154",594.5,0,263.88,2225.13,125.61,0,2392.6,88.77
"650","S01007155",0,0,0,2062.71,0,0,124.59,19.94
"651","S01007156",357.72,0,0,2337.06,1353.37,0,239.64,0
"652","S01007157",0,0,0,1614.58,0,0,16.48,0
"653","S01007158",135.2,0,0,2515.8,0,0,161.13,143.49
"654","S01007159",551.43,0,0,3110.11,0,0,735.54,107.88
"655","S01007160",358.88,0,41.68,2271.8,167.94,0,173.31,0
"656","S01007161",251.43,0,156.12,2968.51,1.34,0,45.71,0
"657","S01007162",174.91,0,18.1,2046.41,4.24,0,699.51,0
"658","S01007163",0,0,42.79,3303.4,1005.07,0,922.86,0
"659","S01007164",333.58,0,10.83,1851.12,297.15,0,109.52,0
"660","S01007165",489.19,0,124.62,3318.6,234.82,0,263.57,50.13
"661","S01007166",157.8,0,0,2554.55,399.91,0,0,19.35
"662","S01007167",562.24,0,0,2965.75,745.21,0,333.88,0
"663","S01007168",0,0,0,3171.23,236.56,0,119.96,0
"664","S01007169",214.26,0,0,1751.47,252.8,0,0,56.85
"665","S01007170",0,22004.7,1415.73,1736.22,25709.25,0,23396.75,59.49
"666","S01007171",6536.78,2403.13,6781.22,5719.82,23613.62,0,23897.32,0
"667","S01007172",5401.64,860.75,1307.3,3085.96,22058.16,0,19042.76,142.4
"668","S01007173",0,0,0,2723.73,219.6,0,101.95,0
"669","S01007174",1182.69,0,291.71,4831.05,1255.47,0,901.56,138.37
"670","S01007175",0,99.52,0,1804.53,849.83,0,229.31,25.35
"671","S01007176",684.21,346.41,0,1686.45,271.51,0,310.88,113.84
"672","S01007177",130.84,0,0,1551.81,0,0,37.49,0
"673","S01007178",399.9,446.43,60.88,1864,0,0,156.62,115.6
"674","S01007179",721.01,0,302.76,4917.74,0,0,2433.04,0
"675","S01007180",57.01,455.22,0,2998.98,271.76,0,176.92,0
"676","S01007181",1952.4,1052.48,723.12,3062.96,762.95,0,2255.62,0
"677","S01007182",132.77,948.75,0,2379.41,746.56,0,345.25,316.7
"678","S01007183",714.19,0,0,2652.46,476.98,0,251.76,243.14
"679","S01007184",643.56,746.71,48.21,3235.31,158.5,0,132.31,37.99
"680","S01007185",490.01,774.95,10.27,2012.56,7.86,0,186.39,54.68
"681","S01007186",244.68,131.65,0,843.48,432.82,0,339.71,0
"682","S01007187",82.82,0,197.27,2041.89,1355.48,0,89.87,114.51
"683","S01007188",0,0,78.35,757.53,793.75,0,0,0
"684","S01007189",0,0,0,1422.83,1597.72,0,430.46,286.27
"685","S01007190",0,0,0,2416.12,686.96,0,217.87,0
"686","S01007191",336.64,0,0,1500.64,283.96,0,0,170.24
"687","S01007192",423.08,0,238.09,2294.93,129,0,0,212.7
"688","S01007193",0,0,0,1684.72,349.36,0,0,0
"689","S01007194",0,0,0,1879.67,409.81,0,0,0
"690","S01007195",0,0,0,1542.03,190.03,0,0,0
"691","S01007196",0,0,0,2249.38,0,0,87.05,61.8
"692","S01007197",563.68,0,18.26,1524.89,194.96,0,10.9,0
"693","S01007198",222.46,0,108.96,1126.06,363.3,0,0,0
"694","S01007199",9.42,0,0,1633.94,363.81,0,0,198.98
"695","S01007200",0,0,0,1340.44,84.33,0,0,0
"696","S01007201",206.09,0,0,1591.54,284.58,0,114.43,0
"697","S01007202",0,0,0,1290.53,1469.29,0,448.83,204.51
"698","S01007203",0,0,0,1140.23,658.3,0,69.02,0
"699","S01007204",6532.75,1186.93,5686.48,7466.96,30325.29,0,20785.85,182.02
"700","S01007205",10412.83,0,303.73,10239.13,26276.94,0,12719.63,57.2
"701","S01007206",0,0,0,1069.62,568.44,0,95.22,65.32
"702","S01007207",693.31,0,0,3137.24,770.23,0,2659.65,188.15
"703","S01007208",235.26,450.19,0,2220.23,849.84,0,175.49,0
"704","S01007209",195.1,0,46.96,2027.81,823.03,0,185.36,0
"705","S01007210",0,306.55,0,2370.8,607,0,46.25,175.24
"706","S01007211",0,0,110.34,4088.15,1623.48,0,4308.86,115.78
"707","S01007212",0,0,0,1425.04,904.73,0,79.98,0
"708","S01007213",0,0,0,2271.66,2418.85,0,345.97,243.24
"709","S01007214",0,0,0,1515.24,419.15,0,78.65,0
"710","S01007215",1155.63,0,58.21,1807.63,405.65,0,486.9,134.21
"711","S01007216",311.05,0,0,2898.5,729.1,0,1354.55,240.63
"712","S01007217",864.68,0,0,2245.88,485.65,0,159.84,0.15
"713","S01007218",49.68,0,37.12,3621.34,629.93,0,0,0
"714","S01007219",827.1,0,0,2088.71,143.47,0,1909.17,32.77
"715","S01007220",219.05,0,2.86,1399.45,427.94,0,0,15.95
"716","S01007221",1753.94,0,162.2,3545.77,581.09,0,3930.7,0
"717","S01007222",3217.81,0,259.03,4021.97,1740.9,0,8603.45,0
"718","S01007223",1019.13,0,0,2682.76,791.71,0,4232.2,0
"719","S01007224",257.96,0,51.26,2118.22,2143.79,0,307.46,0
"720","S01007225",12658.05,0,6279.41,3442.23,39401.84,0,34086.25,223.29
"721","S01007226",10083.48,14875.95,2478.85,2151.55,40118.47,0,44101.83,0
"722","S01007227",139.11,1289.22,0,3453.28,0,0,457.83,112.38
"723","S01007228",5499.98,5522.97,688.37,2673.78,37281.81,0,28602.12,0
"724","S01007229",23526.24,11232.29,2806.24,3273.17,64726.07,0,77822.76,158.16
"725","S01007230",531.32,0,0,1264.24,911.71,0,1548.91,0
"726","S01007231",423.98,0,0,1295.66,27.49,0,299.74,45.5
"727","S01007232",623.16,0,0,1487.09,579.92,0,299.88,0
"728","S01007233",420.78,0,32.24,1986.95,924.5,0,374.32,0
"729","S01007234",56.92,55.21,283.21,3041.37,348.32,0,599.29,0
"730","S01007235",594.28,2.39,0,1723.17,530.5,0,230.23,0
"731","S01007236",192.17,75,84.31,2031.02,817.29,0,0,81.52
"732","S01007237",0,718.36,0,2643.82,196,0,165,0
"733","S01007238",0,0,0,2326.06,398.27,0,0,0
"734","S01007239",833.45,0,0,4503.14,1183.55,0,720.07,0
"735","S01007240",9038.64,13502.34,1566.19,170.24,30042.99,0,27461.84,584.01
"736","S01007241",7775.91,3170.27,162.81,3498.24,36282.83,0,21255.95,0
"737","S01007242",0,0,0,3903.65,2130.99,0,735.86,113.87
"738","S01007243",0,0,0,3284.98,1480.32,0,490.98,0
"739","S01007244",11267.61,9912,4663.06,2370.35,26079.97,0,18620.32,44.1
"740","S01007245",3602,10970.57,652.97,1661.77,9629.16,0,18925.67,0
"741","S01007246",12053.3,2723.76,0,3816.08,11910.61,0,16945.85,0
"742","S01007247",13024.41,1229.42,0,2589.22,16763.45,0,20935.6,152.61
"743","S01007248",0,0,0,2930.04,1018.02,0,81.94,0
"744","S01007249",591.27,41.34,0,1104.86,1099.2,0,0,0
"745","S01007250",400.52,276.62,0,2535.05,1011.38,0,428.06,0
"746","S01007251",142.32,269.98,0,612.24,1.27,0,512.83,0
"747","S01007252",0,520.02,0,1596.84,1105.18,0,211.88,0
"748","S01007253",48.85,1220.03,0,4797.77,0,0,798.57,44.48
"749","S01007254",576.1,534.57,0,1679,0,0,0,0
"750","S01007255",0,179.72,0,1434.67,0,0,0,0
"751","S01007256",411.99,460.46,0,921.21,574.95,0,359.32,63.85
"752","S01007257",0,235.99,0,1457.44,160.8,0,139.53,0
"753","S01007258",118.83,0,0,2846.66,818.98,0,499.3,0
"754","S01007259",1046.61,0,0,1086.07,504.02,0,478.5,0
"755","S01007260",193.56,0,0,1928.8,0,0,0,0
"756","S01007261",515.52,0,0,2587.27,117.15,0,179.25,102.78
"757","S01007262",2.81,0,0,1949.92,0,0,23.46,166.91
"758","S01007263",21.08,0,0,1454.96,574.81,0,93.84,0
"759","S01007264",1859.64,0,0,4886.69,0,0,1426.11,0
"760","S01007265",1135.51,0,340.69,2441.74,202.88,0,829.18,0
"761","S01007266",0,693.68,0,2211.39,734.6,0,1057.15,0
"762","S01007267",5553.11,4620.81,855.74,1446.49,36514.5,0,16960.63,0
"763","S01007268",13460.09,1044.55,4061.82,0,45678.47,0,23563.34,0
"764","S01007269",3524.91,1732.9,0,3110.38,1260.19,0,3662.62,0
"765","S01007270",3329.13,10610.61,655.23,2668.86,36715.74,0,22805.97,0
"766","S01007271",1326.3,0,0,2640.31,216.8,0,522.12,0
"767","S01007272",531.02,85.2,0,2477.8,379,0,0,0
"768","S01007273",0,1186.73,0,1806.67,125.4,0,698.58,0
"769","S01007274",294.83,753.51,78.87,1847.78,240.3,0,798.71,0
"770","S01007275",0,707.62,0,1867.01,0,0,1041.79,0
"771","S01007276",0,175.48,103.11,2746.6,413.63,0,643.13,0
"772","S01007277",0,0,0,2470.36,1819.1,0,247.24,0
"773","S01007278",0,795.57,0,2021.48,323.03,0,778.74,0
"774","S01007279",0,29122.61,336.97,4873.66,63568.97,0,110555.27,0
"775","S01007280",0,29893.43,216.86,6392.42,58582.7,0,88911.27,0
"776","S01007281",7304.97,7596.31,7982.97,6947.09,46233.84,0,37138.63,0
